chr1	67100000	67109999	1	34	9999	0.0034003
chr1	134210000	134219999	0	0	9999	0.0000000
chr1	201320000	201329999	0	0	9999	0.0000000
chr1	8380000	8389999	17	245	9999	0.0245025
chr1	16770000	16779999	8	174	9999	0.0174017
chr1	25160000	25169999	23	530	9999	0.0530053
chr1	33550000	33559999	3	88	9999	0.0088009
chr1	41940000	41949999	2	34	9999	0.0034003
chr1	50330000	50339999	4	136	9999	0.0136014
chr1	58720000	58729999	0	0	9999	0.0000000
chr1	75490000	75499999	0	0	9999	0.0000000
chr1	83880000	83889999	0	0	9999	0.0000000
chr1	92270000	92279999	0	0	9999	0.0000000
chr1	100660000	100669999	19	357	9999	0.0357036
chr1	109050000	109059999	15	204	9999	0.0204020
chr1	117440000	117449999	1	34	9999	0.0034003
chr1	125820000	125829999	0	0	9999	0.0000000
chr1	142600000	142609999	2	38	9999	0.0038004
chr1	150990000	150999999	7	175	9999	0.0175018
chr1	159380000	159389999	10	218	9999	0.0218022
chr1	167770000	167779999	1	34	9999	0.0034003
chr1	176160000	176169999	0	0	9999	0.0000000
chr1	184540000	184549999	6	141	9999	0.0141014
chr1	192930000	192939999	0	0	9999	0.0000000
chr1	209710000	209719999	1	34	9999	0.0034003
chr1	218100000	218109999	0	0	9999	0.0000000
chr1	226490000	226499999	2	68	9999	0.0068007
chr1	234880000	234889999	1	34	9999	0.0034003
chr1	243260000	243269999	7	204	9999	0.0204020
chr1	1040000	1049999	8	240	9999	0.0240024
chr1	2090000	2099999	2	68	9999	0.0068007
chr1	3140000	3149999	0	0	9999	0.0000000
chr1	4190000	4199999	2	68	9999	0.0068007
chr1	5240000	5249999	1	34	9999	0.0034003
chr1	6290000	6299999	2	48	9999	0.0048005
chr1	7340000	7349999	0	0	9999	0.0000000
chr1	9430000	9439999	1	34	9999	0.0034003
chr1	10480000	10489999	2	68	9999	0.0068007
chr1	11530000	11539999	0	0	9999	0.0000000
chr1	12580000	12589999	0	0	9999	0.0000000
chr1	13630000	13639999	1	34	9999	0.0034003
chr1	14680000	14689999	0	0	9999	0.0000000
chr1	15720000	15729999	2	68	9999	0.0068007
chr1	17820000	17829999	5	139	9999	0.0139014
chr1	18870000	18879999	0	0	9999	0.0000000
chr1	19920000	19929999	3	102	9999	0.0102010
chr1	20970000	20979999	15	343	9999	0.0343034
chr1	22020000	22029999	10	205	9999	0.0205020
chr1	23060000	23069999	1	34	9999	0.0034003
chr1	24110000	24119999	5	137	9999	0.0137014
chr1	26210000	26219999	7	123	9999	0.0123012
chr1	27260000	27269999	43	480	9999	0.0480048
chr1	28310000	28319999	7	205	9999	0.0205020
chr1	29360000	29369999	7	185	9999	0.0185018
chr1	30400000	30409999	0	0	9999	0.0000000
chr1	31450000	31459999	2	34	9999	0.0034003
chr1	32500000	32509999	24	555	9999	0.0555056
chr1	34600000	34609999	0	0	9999	0.0000000
chr1	35650000	35659999	229	1607	9999	0.1607161
chr1	36700000	36709999	1	34	9999	0.0034003
chr1	37740000	37749999	0	0	9999	0.0000000
chr1	38790000	38799999	0	0	9999	0.0000000
chr1	39840000	39849999	3	102	9999	0.0102010
chr1	40890000	40899999	5	170	9999	0.0170017
chr1	42990000	42999999	0	0	9999	0.0000000
chr1	44040000	44049999	2	68	9999	0.0068007
chr1	45080000	45089999	1	34	9999	0.0034003
chr1	46130000	46139999	3	102	9999	0.0102010
chr1	47180000	47189999	6	168	9999	0.0168017
chr1	48230000	48239999	1	34	9999	0.0034003
chr1	49280000	49289999	2	68	9999	0.0068007
chr1	51380000	51389999	2	68	9999	0.0068007
chr1	52420000	52429999	5	114	9999	0.0114011
chr1	53470000	53479999	18	515	9999	0.0515052
chr1	54520000	54529999	5	170	9999	0.0170017
chr1	55570000	55579999	6	150	9999	0.0150015
chr1	56620000	56629999	1	34	9999	0.0034003
chr1	57670000	57679999	0	0	9999	0.0000000
chr1	59760000	59769999	2	68	9999	0.0068007
chr1	60810000	60819999	0	0	9999	0.0000000
chr1	61860000	61869999	1	34	9999	0.0034003
chr1	62910000	62919999	7	209	9999	0.0209021
chr1	63960000	63969999	6	204	9999	0.0204020
chr1	65010000	65019999	1	34	9999	0.0034003
chr1	66060000	66069999	0	0	9999	0.0000000
chr1	68150000	68159999	2	38	9999	0.0038004
chr1	69200000	69209999	7	238	9999	0.0238024
chr1	70250000	70259999	1	34	9999	0.0034003
chr1	71300000	71309999	0	0	9999	0.0000000
chr1	72350000	72359999	14	352	9999	0.0352035
chr1	73400000	73409999	0	0	9999	0.0000000
chr1	74440000	74449999	0	0	9999	0.0000000
chr1	76540000	76549999	0	0	9999	0.0000000
chr1	77590000	77599999	77	501	9999	0.0501050
chr1	78640000	78649999	1	34	9999	0.0034003
chr1	79690000	79699999	3	102	9999	0.0102010
chr1	80740000	80749999	2	68	9999	0.0068007
chr1	81780000	81789999	0	0	9999	0.0000000
chr1	82830000	82839999	0	0	9999	0.0000000
chr1	84930000	84939999	1	34	9999	0.0034003
chr1	85980000	85989999	0	0	9999	0.0000000
chr1	87030000	87039999	0	0	9999	0.0000000
chr1	88080000	88089999	2	68	9999	0.0068007
chr1	89120000	89129999	0	0	9999	0.0000000
chr1	90170000	90179999	3	97	9999	0.0097010
chr1	91220000	91229999	1	34	9999	0.0034003
chr1	93320000	93329999	0	0	9999	0.0000000
chr1	94370000	94379999	3	102	9999	0.0102010
chr1	95420000	95429999	0	0	9999	0.0000000
chr1	96460000	96469999	0	0	9999	0.0000000
chr1	97510000	97519999	0	0	9999	0.0000000
chr1	98560000	98569999	0	0	9999	0.0000000
chr1	99610000	99619999	0	0	9999	0.0000000
chr1	101710000	101719999	2	68	9999	0.0068007
chr1	102760000	102769999	0	0	9999	0.0000000
chr1	103800000	103809999	0	0	9999	0.0000000
chr1	104850000	104859999	0	0	9999	0.0000000
chr1	105900000	105909999	0	0	9999	0.0000000
chr1	106950000	106959999	0	0	9999	0.0000000
chr1	108000000	108009999	0	0	9999	0.0000000
chr1	110100000	110109999	0	0	9999	0.0000000
chr1	111140000	111149999	0	0	9999	0.0000000
chr1	112190000	112199999	4	71	9999	0.0071007
chr1	113240000	113249999	27	612	9999	0.0612061
chr1	114290000	114299999	0	0	9999	0.0000000
chr1	115340000	115349999	5	170	9999	0.0170017
chr1	116390000	116399999	156	432	9999	0.0432043
chr1	118480000	118489999	10	294	9999	0.0294029
chr1	119530000	119539999	1	34	9999	0.0034003
chr1	120580000	120589999	2	68	9999	0.0068007
chr1	121630000	121639999	0	0	9999	0.0000000
chr1	122680000	122689999	0	0	9999	0.0000000
chr1	123730000	123739999	0	0	9999	0.0000000
chr1	124780000	124789999	0	0	9999	0.0000000
chr1	126870000	126879999	0	0	9999	0.0000000
chr1	127920000	127929999	0	0	9999	0.0000000
chr1	128970000	128979999	0	0	9999	0.0000000
chr1	130020000	130029999	0	0	9999	0.0000000
chr1	131070000	131079999	0	0	9999	0.0000000
chr1	132120000	132129999	0	0	9999	0.0000000
chr1	133160000	133169999	0	0	9999	0.0000000
chr1	135260000	135269999	0	0	9999	0.0000000
chr1	136310000	136319999	0	0	9999	0.0000000
chr1	137360000	137369999	0	0	9999	0.0000000
